user_id,item_id
U14436,P00591
U28609,P02403
U04964,P01324
U17899,P00020
U09972,P01603
U09919,P02505
U02236,P01886
U08561,P00006
U18835,P01972
U25467,P00092
U24023,P00856
U10118,P02384
U21878,P02645
U21215,P01663
U15566,P02639
U16430,P02859
U19756,P01628
U16313,P00081
U06051,P00196
U26142,P00219
U04081,P02394
U02235,P00541
U09332,P00446
U12236,P02841
U05903,P02046
U14277,P02392
U29589,P02558
U29880,P00710
U12534,P00003
U19358,P01688
U26317,P03110
U10443,P02462
U04289,P00535
U05652,P01944
U07572,P02047
U16366,P01568
U24677,P00858
U18657,P02537
U22785,P01558
U27187,P00039
U00420,P00754
U01593,P01205
U13317,P00831
U09264,P00196
U04540,P01965
U05003,P02579
U20012,P01757
U28423,P00467
U06181,P00765
U11567,P00705
U12067,P02999
U23627,P02394
U01480,P01976
U25509,P00544
U13862,P03003
U21059,P03156
U19451,P01735
U25424,P02229
U15412,P00008
U27914,P02492
U21772,P01325
U24255,P00438
U29576,P01021
U24147,P02777
U22296,P00453
U21799,P02541
U28606,P01322
U17315,P01015
U09858,P02998
U26233,P02851
U13634,P00003
U00376,P00078
U20804,P01260
U24940,P01326
U13059,P02950
U28059,P00131
U07235,P01406
U13452,P00001
U18111,P00956
U23068,P01814
U16566,P00657
U29112,P00020
U18054,P02040
U01099,P03093
U14825,P00957
U23551,P01380
U19141,P00141
U10003,P02213
U05402,P01817
U02872,P02701
U17419,P02670
U04333,P00510
U22700,P02018
U23489,P00508
U19741,P01702
U19834,P00001
U18460,P01029
U26258,P00222
U07160,P01977
U10841,P01162
U26807,P02835
U12649,P00951
U06270,P01341
U07509,P00855
U05987,P00102
U28161,P00219
U28344,P01746
U24628,P01862
U29962,P00119
U01487,P00530
U25220,P02038
U01726,P00724
U20948,P00963
U29962,P01976
U05555,P00276
U09569,P00652
U22501,P02229
U04310,P02257
U00801,P02309
U21779,P01901
U08505,P01972
U17622,P01972
U12339,P01320
U17011,P01833
U15176,P01705
U18313,P01402
U14421,P00839
U07824,P03156
U01290,P00005
U00771,P03037
U18161,P02107
U01847,P00721
U27217,P01200
U27805,P00907
U01078,P00475
U05764,P02092
U25318,P02063
U09216,P02007
U21358,P00545
U14340,P03219
U03321,P01343
U18111,P00467
U07032,P03037
U22940,P01903
U27953,P02862
U29194,P01016
U18112,P00352
U24965,P01059
U22858,P00939
U15912,P00131
U25335,P01350
U11192,P01109
U04477,P01679
U22630,P01096
U06489,P01380
U28634,P01300
U04901,P00092
U05274,P02749
U14158,P03158
U10066,P00170
U27699,P02159
U10125,P01316
U22033,P01997
U14000,P00423
U27714,P03200
U20019,P01842
U08137,P01333
U22030,P00196
U14460,P02218
U26372,P01897
U18120,P00953
U00861,P02737
U15058,P02323
U29227,P00137
U17911,P02567
U00447,P02064
U01306,P00002
U08622,P02537
U28193,P02006
U09321,P01624
U04332,P00006
U23133,P01757
U24815,P01423
U16497,P02101
U28933,P00285
U23027,P01056
U27294,P01373
U13110,P02170
U20426,P00068
U16924,P01591
U00496,P01812
U11352,P01755
U15687,P02904
U17577,P01849
U07692,P00345
U04485,P00854
U05254,P01190
U20635,P01742
U11477,P00139
U15960,P00061
U24771,P00275
U25063,P01103
U04335,P03041
U05745,P00418
U16805,P00150
U19597,P02567
U04634,P00219
U26703,P01842
U08251,P02040
U16823,P00020
U07294,P02031
U07940,P02754
U01293,P01081
U03325,P01628
U18306,P01772
U23551,P02037
U10671,P01972
U15428,P02731
U20639,P02020
U28554,P01917
U22036,P00464
U20265,P01096
U27074,P00467
U10330,P03196
U00044,P00356
U10193,P00030
U17911,P02462
U09872,P02131
U25841,P01812
U23051,P00649
U10419,P02344
U23123,P00252
U16419,P00224
U26295,P01910
U28248,P02827
U00262,P01837
U19999,P00217
U10054,P01984
U06051,P00911
U05958,P01533
U01597,P01098
U28952,P00061
U03677,P02967
U00196,P02384
U04637,P01696
U00628,P00721
U13716,P01995
U14658,P02199
U19793,P02891
U18137,P00020
U15475,P01904
U17520,P00420
U03631,P00206
U15764,P00347
U05310,P00744
U19287,P00903
U22191,P01016
U28543,P00133
U11154,P00712
U24293,P00529
U17134,P00356
U29023,P02040
U29914,P00465
U20841,P00595
U01519,P01972
U16529,P01300
U28485,P02892
U04785,P00497
U04946,P00935
U26604,P00221
U01909,P02211
U25903,P00068
U10961,P01836
U16841,P00219
U05293,P02981
U15902,P00362
U18541,P01413
U27667,P01916
U01998,P00207
U10410,P02986
U18687,P01431
U22870,P00224
U01646,P02723
U20779,P02826
U20640,P03220
U25266,P00954
U20577,P02199
U12457,P02175
U05625,P01460
U09325,P02192
U25232,P02732
U22872,P02990
U24776,P02646
U15392,P00528
U24776,P02097
U06859,P00003
U13934,P00759
U27038,P00192
U19279,P02567
U03964,P01951
U09163,P00931
U05208,P02860
U23919,P02574
U17472,P02461
U17946,P01854
U25584,P02072
U05958,P00155
U03479,P00595
U06677,P00224
U00584,P02004
U28960,P00443
U15283,P03003
U04340,P01972
U13598,P02165
U22831,P02549
U23514,P00958
U09100,P00200
U03168,P02896
U24036,P03040
U28484,P02031
U14359,P02747
U07824,P01175
U29554,P01120
U07763,P01642
U21421,P00002
U11377,P00721
U27960,P00519
U19603,P01131
U26949,P01976
U01880,P00003
U03970,P03156
U07538,P02131
U20460,P01074
U27517,P00219
U18978,P00224
U01733,P00334
U13836,P00197
U15641,P02052
U26489,P01189
U21394,P00404
U24431,P01830
U26291,P00133
U08157,P01974
U22652,P01239
U29753,P00405
U21828,P02662
U01027,P03004
U11184,P00020
U25981,P00292
U14840,P01278
U01747,P01972
U18039,P01089
U15176,P01833
U05618,P00219
U28182,P01958
U23254,P01809
U29554,P01643
U10582,P00924
U07424,P02663
U06790,P02122
U29548,P00001
U05244,P02123
U20343,P02456
U13616,P01809
U22650,P01268
U14129,P01997
U22612,P00084
U17830,P00438
U11784,P02115
U08686,P02352
U00992,P00133
U20986,P01837
U28145,P02595
U29771,P02829
U28899,P00464
U28241,P02594
U21855,P00002
U29143,P01396
U16497,P01478
U09906,P00193
U08938,P01368
U27037,P02243
U08357,P02454
U08572,P00143
U00129,P00183
U03568,P00786
U07985,P02456
U29327,P02394
U29258,P00654
U00847,P01788
U27620,P01371
U23402,P00197
U05191,P01057
U16390,P00160
U27427,P01972
U19657,P03156
U14004,P01931
U07733,P02567
U13190,P02226
U08038,P01758
U14462,P00597
U21269,P00902
U06555,P00946
U08940,P02191
U02398,P02187
U20638,P00839
U11795,P02859
U28152,P00708
U08347,P01684
U11483,P00343
U03656,P02871
U21937,P00219
U20044,P01755
U22274,P00086
U25431,P02461
U25200,P00839
U12500,P02896
U00174,P00191
U00393,P00196
U25765,P02392
U00564,P00915
U10148,P00438
U20435,P00418
U01065,P00078
U00092,P00133
U05076,P02851
U23883,P00196
U26410,P00415
U24806,P01470
U09518,P03003
U07988,P01972
U20634,P01991
U25714,P03177
U25976,P02544
U14644,P01511
U04877,P01602
U15412,P01928
U10192,P02115
U26592,P02007
U29725,P00831
U15245,P02064
U24054,P02384
U27001,P00721
U20804,P00565
U20490,P00020
U05371,P01972
U06029,P01116
U01998,P00308
U27884,P00798
U22887,P01802
U17385,P02349
U18893,P00651
U01726,P00296
U10342,P01763
U11864,P01976
U12958,P00928
U16978,P02430
U28183,P02644
U05729,P01167
U03880,P01972
U24211,P03003
U06375,P03040
U21209,P03186
U01024,P01972
U22754,P02995
U21882,P02370
U11465,P02985
U11028,P00889
U04741,P00458
U27612,P00005
U11278,P00756
U05752,P02076
U24109,P02835
U07283,P00934
U26719,P00957
U16621,P00854
U15786,P02394
U25635,P01361
U04687,P01469
U29348,P00219
U07445,P00002
U11230,P01757
U05052,P02478
U26160,P03098
U20061,P00595
U14101,P02783
U25698,P00476
U00931,P00038
U06051,P00386
U19877,P01210
U03981,P00459
U16116,P01587
U13965,P01278
U12500,P00165
U24823,P02092
U08796,P02698
U29735,P01844
U08816,P03164
U18167,P01105
U22886,P00020
U20302,P02850
U07263,P01558
U18072,P00020
U21344,P00710
U07930,P00002
U04915,P02697
U29833,P02836
U13257,P01977
U18987,P00137
U26498,P00285
U20299,P00699
U03688,P02469
U27401,P02207
U17500,P01573
U00570,P00275
U27040,P00538
U28663,P01829
U23046,P00769
U20398,P01726
U16825,P00196
U12671,P02155
U20417,P03061
U17761,P01958
U23518,P01961
U18310,P01752
U13134,P00005
U06154,P00168
U00445,P01734
U23285,P01771
U14068,P02881
U18765,P03156
U11454,P03220
U08600,P02403
U05355,P02945
U27987,P02183
U16687,P01716
U03717,P01175
U22243,P03118
U28524,P02193
U03532,P03082
U00204,P01684
U10548,P00562
U10961,P00467
U17429,P00020
U02621,P01603
U04876,P01912
U10517,P02068
U15044,P01923
U18318,P03040
U25549,P01809
U21639,P01239
U27409,P02460
U13826,P00202
U12077,P01443
U19420,P00006
U23545,P00613
U17518,P03083
U23134,P02219
U20320,P02990
U27114,P01235
U10985,P00009
U01193,P00766
U14612,P02384
U03991,P00020
U17709,P02946
U26210,P01818
U10866,P00510
U20791,P02734
U25254,P01371
U13695,P02054
U23768,P02763
U14302,P01172
U12596,P02277
U10006,P01489
U01909,P00583
U02941,P00300
U10043,P00832
U01935,P01895
U01733,P00020
U19982,P00133
U23692,P02168
U01285,P01768
U04441,P02541
U16030,P00038
U20688,P01832
U19765,P02175
U22115,P03004
U14157,P00200
U26060,P01221
U19543,P01396
U25364,P01528
U28159,P02119
U02363,P02787
U09094,P02519
U24251,P01896
U14662,P00020
U25450,P01840
U14776,P00470
U27172,P02357
U13638,P00801
U16732,P00520
U16620,P00449
U08040,P01354
U26737,P00133
U10917,P01379
U11282,P01974
U04859,P02194
U08819,P00020
U27463,P01226
U22777,P01879
U03249,P01049
U11596,P02816
U27116,P01972
U17761,P02489
U07734,P00854
U03363,P00866
U06116,P00020
U07463,P00959
U21671,P00658
U03319,P02071
U13252,P01533
U17888,P00538
U12820,P00181
U11159,P01972
U19279,P02040
U21408,P01381
U10308,P01976
U03861,P02392
U28277,P00095
U24902,P02082
U19802,P02278
U09422,P00937
U17659,P01770
U26025,P01761
U07740,P00225
U12817,P00911
U18774,P02609
U07166,P00002
U18369,P00019
U22571,P00495
U29239,P03040
U09572,P00481
U28384,P02961
U29516,P00707
U21940,P00916
U15238,P01965
U27836,P00155
U07039,P00279
U12968,P00839
U29910,P00075
U09768,P00133
U05265,P00960
U19124,P01817
U19580,P01533
U02469,P01763
U17824,P01492
U24269,P01630
U27509,P01897
U29595,P01840
U10295,P01817
U26128,P00520
U29737,P01972
U25956,P01721
U05046,P01327
U04059,P01897
U15409,P01607
U03121,P02662
U26135,P01788
U28485,P00020
U14640,P00002
U13491,P02578
U14417,P02640
U24635,P00585
U17248,P00446
U17837,P00448
U22387,P00266
U20144,P00836
U01571,P00133
U08185,P01854
U24352,P00535
U01935,P02835
U16066,P00523
U20382,P00457
U27929,P00297
U10582,P00943
U24046,P01554
U25568,P00591
U27126,P00020
U12190,P03130
U12454,P03102
U15487,P02233
U09637,P01763
U29113,P02509
U07115,P01049
U03362,P00244
U23188,P02278
U15576,P00038
U01078,P02224
U24743,P00039
U10079,P00805
U03462,P02378
U23190,P02615
U14115,P01150
U28309,P00433
U10699,P03158
U25554,P00188
U07296,P01203
U05603,P02108
U00232,P03037
U25635,P01292
U15121,P00639
U24628,P00124
U02242,P02732
U14084,P00129
U29998,P01832
U16148,P02199
U00123,P00686
U23466,P03152
U23586,P00196
U15954,P00133
U00773,P00014
U09272,P02062
U00129,P00628
U00800,P01919
U00837,P01840
U24357,P02233
U24763,P00291
U12638,P00880
U00463,P01658
U16834,P00526
U01000,P03063
U11936,P00446
U10424,P02632
U18925,P02276
U26570,P00020
U09326,P03170
U29082,P00647
U27331,P02037
U15132,P00363
U03258,P00106
U11942,P01958
U29384,P01791
U22504,P01684
U15902,P02537
U07245,P01186
U23619,P00039
U28815,P02092
U12294,P01769
U04003,P02632
U27317,P00662
U09870,P01798
U23463,P02226
U05881,P02077
U29086,P00219
U03351,P01075
U18354,P02954
U07614,P00721
U26479,P00405
U29713,P00222
U14319,P01456
U19904,P02432
U04012,P00002
U16004,P02445
U20648,P00453
U02358,P00446
U18072,P00855
U00570,P00061
U18634,P00196
U22082,P00285
U05208,P01937
U19912,P01972
U28271,P01240
U02441,P00536
U21237,P00020
U03321,P02066
U08793,P03158
U13875,P00084
U08355,P00511
U27705,P00004
U28364,P00038
U04478,P00360
U23874,P00006
U00101,P00020
U25765,P00133
U13836,P00854
U28006,P02523
U12187,P00201
U21601,P02245
U04615,P00771
U03661,P00708
U23935,P01221
U16306,P00373
U28858,P00114
U09972,P00628
U28064,P00241
U11689,P02349
U12168,P00219
U04877,P02935
U10675,P00484
U13452,P01319
U11637,P00699
U06397,P01837
U11657,P02126
U19965,P00626
U05219,P00291
U02611,P02111
U21863,P00831
U25467,P01898
U20564,P00279
U11830,P03094
U12170,P00003
U07501,P01292
U04413,P00066
U01798,P01849
U27791,P00585
U21705,P00471
U12293,P00002
U27011,P01320
U03231,P01953
U08486,P01814
U16809,P01319
U25562,P02526
U26428,P01180
U16747,P00569
U26058,P00637
U28009,P00294
U25619,P02131
U08686,P01917
U22104,P02413
U13723,P02726
U21148,P00020
U23177,P01493
U28356,P00375
U24567,P02778
U10735,P00956
U14990,P01690
U14809,P00233
U04657,P02063
U16310,P00224
U21162,P01536
U29655,P00020
U11444,P02537
U23425,P00279
U17163,P01380
U21576,P00133
U00906,P01252
U21772,P00020
U21547,P00133
U10262,P00535
U04822,P00134
U04634,P00341
U06748,P01242
U12067,P01096
U00565,P02461
U13117,P00659
U14570,P02523
U03115,P00647
U17992,P00520
U26408,P03003
U10779,P02384
U16687,P00752
U18485,P00779
U28363,P02237
U03898,P01776
U24269,P01946
U08600,P02500
U08907,P00008
U02244,P01926
U21126,P01653
U20779,P01291
U25166,P00291
U23051,P02461
U11063,P00453
U24971,P02449
U14859,P03121
U10295,P00710
U02316,P01587
U21047,P01013
U06453,P00772
U01079,P03167
U20572,P00068
U10330,P01327
U21052,P00222
U06622,P00453
U02379,P00801
U14551,P00133
U17374,P01370
U00512,P01965
U19690,P00196
U20548,P00694
U26564,P02392
U22289,P01316
U25865,P02552
U25852,P00020
U02949,P00020
U08485,P01316
U01206,P03186
U27996,P00271
U14255,P02434
U18172,P01791
U20624,P02781
U14961,P01832
U15457,P02389
U25902,P00186
U27535,P02668
U15902,P01750
U04185,P03043
U28522,P01258
U16560,P01229
U10728,P03156
U09294,P02456
U06210,P00224
U17155,P00759
U09514,P00150
U15960,P01684
U09882,P01160
U22803,P00565
U22699,P01828
U14101,P01419
U26492,P01082
U04681,P00001
U00708,P01132
U12711,P00133
U19081,P01785
U08506,P01736
U28165,P00647
U12897,P00133
U00062,P02366
U07808,P01553
U28295,P00446
U05293,P01468
U24931,P01809
U01176,P00020
U19982,P02056
U21245,P01281
U15543,P02278
U17518,P00712
U29800,P00520
U02377,P02104
U18494,P03113
U15719,P02541
U12066,P01763
U11158,P02307
U25322,P00061
U06948,P00279
U07388,P02813
U04766,P01236
U20219,P01984
U05098,P00437
U00512,P01057
U17841,P02446
U08843,P00225
U11923,P00133
U03735,P01225
U26459,P01904
U26887,P00467
U20342,P00030
U14412,P00562
U13157,P01371
U05061,P02278
U06057,P01934
U29554,P00376
U11241,P00721
U12998,P01576
U27282,P00197
U08315,P00081
U16814,P01049
U16657,P01836
U15091,P02586
U25510,P00944
U02287,P02645
U03424,P00647
U14395,P02005
U20863,P00537
U02359,P02525
U24760,P01361
U03073,P00219
U28548,P00279
U22034,P00438
U14667,P01979
U27836,P01955
U11772,P02853
U09768,P00704
U05293,P02851
U04441,P00422
U08252,P00301
U21279,P01411
U25450,P00001
U08940,P00916
U23497,P01814
U17292,P02871
U24109,P01433
U19091,P00241
U18161,P00008
U14107,P01330
U26406,P03156
U11939,P01422
U12773,P00956
U26079,P01060
U00160,P00762
U01341,P02706
U03950,P03030
U14893,P00020
U13657,P00839
U08386,P00647
U11040,P01789
U01990,P00002
U29713,P01487
U03120,P00003
U02181,P01972
U11636,P00298
U04721,P01829
U27132,P00224
U19457,P00169
U13498,P00005
U29290,P00652
U13689,P00536
U21095,P01347
U29822,P00236
U11148,P00222
U11902,P01179
U12280,P01620
U13020,P01849
U25338,P00953
U24867,P01066
U24076,P00729
U02959,P01946
U17822,P00508
U27401,P00837
U12125,P02037
U08290,P01818
U07608,P02217
U15370,P03017
U25468,P01976
U07867,P01980
U06413,P00475
U25202,P02632
U29064,P01361
U18464,P02586
U15667,P00005
U17909,P00924
U16951,P02213
U09579,P02586
U09999,P00959
U02397,P00068
U01448,P00664
U01740,P01972
U17802,P02444
U10474,P00555
U21420,P01114
U16366,P01317
U12125,P00520
U15014,P00279
U19096,P00713
U01518,P00453
U18642,P02092
U03049,P00421
U25084,P00721
U23264,P00279
U26901,P00149
U24230,P01970
U29773,P01780
U29003,P00705
U21358,P02278
U03491,P02751
U11424,P00531
U19392,P02009
U15646,P02223
U21237,P00006
U12961,P00770
U11855,P00095
U13132,P02868
U22711,P00482
U22260,P00956
U07105,P00562
U12887,P01832
U27333,P03174
U14240,P02063
U22561,P02896
U27528,P02809
U02574,P02051
U19572,P01448
U28499,P02063
U12897,P02713
U25345,P01096
U17718,P01753
U15989,P01976
U12168,P01878
U10332,P02324
U05949,P01563
U22887,P00628
U20863,P00955
U01257,P02134
U16306,P01049
U19794,P02682
U07976,P01475
U14310,P00855
U16545,P01569
U00108,P02012
U16803,P00020
U00129,P03219
U06122,P01029
U04277,P01423
U06683,P01371
U24444,P02068
U06149,P01937
U09508,P00488
U08222,P00196
U13702,P02313
U17525,P00133
U01735,P00020
U11300,P00219
U16004,P00446
U07655,P00595
U13645,P00020
U21671,P02063
U24761,P01910
U18660,P02826
U07314,P01471
U24291,P00510
U05729,P03026
U07431,P00081
U01156,P02319
U29147,P00637
U20481,P00020
U19989,P01100
U07235,P02289
U21953,P00312
U07388,P02004
U08978,P01972
U22092,P01895
U18437,P02329
U02280,P02639
U25240,P01351
U19687,P02031
U14838,P00356
U29652,P02078
U11976,P02161
U08549,P00379
U26025,P00006
U22896,P00840
U11517,P01648
U28601,P01586
U08265,P02574
U04822,P00001
U26193,P02662
U19967,P00360
U22373,P00005
U25440,P02063
U02166,P00066
U01221,P03048
U05572,P01813
U22034,P01602
U11145,P00308
U14382,P02173
U14461,P00376
U05380,P00241
U03677,P02639
U06112,P00291
U26660,P02097
U26574,P02610
U11079,P00006
U07425,P01670
U27733,P00020
U00906,P00705
U07016,P01830
U16264,P01291
U08821,P00727
U29881,P03160
U27217,P00647
U14318,P00003
U04540,P00006
U13164,P00196
U09544,P00386
U00828,P00464
U21772,P02215
U05662,P01913
U07220,P02537
U22785,P01976
U11196,P02037
U26232,P01977
U05645,P01336
U29014,P00196
U14348,P00113
U21329,P03227
U27791,P02300
U09972,P02381
U01502,P00135
U06869,P01835
U15601,P00438
U05691,P02307
U07210,P00053
U03035,P01189
U22090,P00034
U05283,P01830
U17017,P00014
U16805,P01168
U13657,P00225
U10366,P01300
U28787,P01022
U23776,P01051
U02316,P01241
U21913,P00954
U09614,P00446
U04168,P01836
U19018,P01825
U22444,P01511
U00304,P00002
U27914,P02537
U18397,P01623
U15913,P00801
U10917,P00694
U26562,P01426
U19479,P00562
U04146,P00196
U18264,P01579
U20101,P01549
U19213,P01102
U26467,P00546
U02888,P00277
U01286,P01984
U23400,P00826
U22831,P03014
U24917,P01099
U07593,P03242
U00156,P00704
U29088,P01518
U19707,P00439
U09677,P00704
U16793,P00446
U28283,P01628
U14719,P02851
U10017,P00001
U03735,P02983
U06622,P01423
U00367,P00467
U15858,P02978
U01707,P03140
U29887,P02819
U11300,P00957
U07301,P00520
U09965,P01768
U25252,P02134
U21778,P00658
U06425,P00198
U21121,P00685
U21895,P00020
U20156,P00014
U26160,P01339
U15258,P01243
U19848,P01541
U27422,P00020
U13694,P00949
U26421,P02758
U16812,P01976
U19481,P01923
U22311,P01755
U13214,P00224
U14926,P02231
U15902,P01312
U28189,P00200
U10181,P00498
U11134,P02230
U06408,P01899
U05003,P02901
U23317,P00483
U14575,P00149
U09631,P00542
U06553,P00722
U23785,P00956
U21845,P01802
U18642,P02166
U01438,P00244
U11114,P02797
U27208,P02471
U09544,P01701
U18405,P01604
U24699,P03041
U27226,P02021
U18252,P02072
U24760,P00924
U08333,P01684
U23737,P00095
U18868,P01429
U23661,P02047
U00343,P00084
U07625,P01371
U20052,P00362
U14838,P00003
U15008,P00562
U27442,P02063
U23757,P00386
U22521,P00168
U25629,P02382
U14816,P00903
U27904,P01531
U14109,P02020
U11538,P00229
U24745,P01688
U25268,P01050
U15266,P02392
U04312,P00020
U19345,P02565
U19979,P02093
U23699,P01904
U02168,P00435
U11137,P01536
U20795,P01148
U26474,P00020
U26270,P02574
U26185,P02025
U13659,P03034
U28849,P00453
U02141,P00278
U12357,P00082
U09989,P00766
U01238,P02250
U11352,P00060
U03319,P01867
U07808,P01958
U23660,P00133
U17120,P01096
U03490,P00593
U00241,P01972
U11627,P00595
U04185,P01862
U09044,P00002
U28344,P02296
U21162,P01446
U18252,P00727
U05034,P00150
U09631,P01064
U19025,P00174
U17358,P02069
U03373,P01972
U10410,P00223
U22583,P00924
U17711,P00946
U02302,P02170
U04876,P01944
U28748,P02382
U05193,P02068
U03113,P01997
U11241,P03205
U06072,P00482
U18765,P03075
U13058,P01684
U23921,P02433
U18460,P01499
U14125,P03043
U15773,P02205
U04651,P00562
U26938,P01903
U07946,P02206
U22092,P00224
U16529,P01854
U07259,P02112
U10108,P00020
U12574,P02489
U02411,P01772
U16274,P02541
U28900,P01712
U19008,P01911
U21521,P00699
U15145,P01557
U17437,P01078
U20371,P00308
U00403,P01168
U11871,P00133
U17991,P02945
U26797,P03077
U16942,P00957
U05036,P02068
U28485,P00923
U05059,P00253
U04713,P01371
U28522,P03156
U15644,P02323
U15784,P01977
U11230,P00121
U01102,P02113
U28324,P01281
U25573,P00196
U13317,P00946
U06392,P00950
U07639,P02489
U22999,P02200
U16816,P01640
U11839,P01749
U24697,P02876
U29579,P03037
U20886,P01913
U16881,P01828
U22738,P00220
U16260,P01962
U02125,P00400
U16146,P00520
U02343,P00865
U01706,P01103
U01042,P00001
U08357,P00446
U25406,P01896
U15616,P00016
U21280,P02321
U29521,P00765
U19997,P02384
U24935,P02986
U22104,P01114
U10884,P02354
U01244,P00265
U24908,P01239
U22754,P01636
U01991,P01991
U03735,P01336
U01207,P00944
U11149,P01832
U27327,P00084
U22234,P03004
U05283,P00864
U03588,P01788
U27575,P00911
U06076,P01836
U09581,P01840
U27053,P00446
U01931,P02172
U17449,P00196
U13315,P00585
U04423,P00360
U02924,P01684
U29800,P01226
U24153,P02015
U14940,P00139
U22526,P00651
U03162,P00943
U19083,P01976
U15473,P01680
U04793,P01148
U26170,P00001
U06222,P00562
U28423,P02092
U18762,P01317
U22229,P01093
U13098,P00133
U28987,P00205
U14934,P02734
U22896,P00465
U03892,P00002
U21938,P00562
U03180,P01972
U09711,P01361
U19621,P00222
U28447,P01899
U06258,P01834
U02850,P02156
U04093,P03181
U26562,P00475
U01487,P02101
U11786,P00628
U12647,P01126
U27836,P00855
U03827,P00705
U13689,P01869
U06421,P00595
U01935,P02461
U05143,P01302
U08280,P01324
U12175,P01153
U04725,P02196
U02721,P03224
U14859,P00456
U26220,P01342
U20273,P02072
U27109,P03151
U29031,P01410
U20984,P00354
U12968,P00006
U07551,P02896
U07581,P01934
U09687,P01057
U10334,P00006
U13873,P00141
U10918,P01751
U16624,P01278
U21537,P00196
U00469,P00205
U19997,P00854
U22240,P01795
U21897,P00595
U19677,P01724
U26044,P00003
U10814,P01313
U12445,P00585
U05952,P02072
U29019,P02871
U28163,P00270
U17386,P02019
U15833,P03158
U01790,P00224
U13233,P01961
U01198,P00006
U10582,P00012
U23881,P02450
U27858,P02970
U11278,P00219
U27050,P02630
U11981,P02851
U00865,P02644
U23630,P00061
U04418,P02307
U17842,P00196
U22897,P00405
U13759,P00924
U17280,P01232
U23846,P03159
U23133,P02224
U14348,P02681
U04088,P01854
U21089,P00219
U20138,P01840
U00403,P00745
U11501,P02072
U16620,P02120
U11360,P01372
U27363,P00006
U00816,P00640
U13632,P01646
U02141,P03158
U22952,P02166
U04376,P00814
U24507,P03078
U00504,P00005
U05143,P00219
U05596,P02131
U25209,P00133
U14345,P02242
U06150,P00651
U23123,P01497
U22466,P00956
U09257,P02734
U16883,P03027
U07763,P01760
U12766,P02119
U03121,P00753
U18437,P02162
U23123,P00020
U01862,P00291
U15122,P00818
U22831,P00020
U07643,P02489
U27731,P00006
U09471,P00004
U00588,P00081
U20857,P01549
U25431,P01920
U05543,P00608
U20490,P00362
U21715,P02398
U29801,P00061
U13333,P00019
U23875,P02973
U18585,P02119
U02822,P00939
U00108,P00510
U15935,P00562
U29171,P00707
U20061,P02278
U15296,P00105
U12999,P00454
U01740,P00023
U23129,P00121
U25254,P01058
U04258,P00219
U16742,P03158
U01133,P02078
U27172,P00454
U00034,P02644
U01660,P01972
U07128,P01961
U14488,P02577
U09322,P00595
U05747,P00771
U16148,P01758
U24569,P00117
U16443,P02089
U18756,P02027
U14061,P01975
U16266,P00484
U04179,P00889
U00127,P02230
U19017,P00382
U29569,P00628
U00403,P00453
U22365,P00955
U28691,P00453
U03532,P01469
U28067,P02167
U18219,P02957
U05912,P00151
U26974,P00727
U12797,P02418
U28278,P01910
U20398,P00788
U25257,P01081
U00720,P01966
U25986,P03043
U29398,P02028
U02766,P00001
U27489,P01606
U18093,P01900
U15596,P00585
U21743,P00484
U10866,P00292
U25297,P00704
U17096,P02567
U18357,P00617
U22994,P01278
U26770,P01760
U15762,P00650
U07173,P00205
U19598,P00669
U29651,P02574
U08071,P00003
U11128,P01602
U17347,P00634
U24476,P02235
U14961,P01880
U13542,P02078
U16643,P02119
U16811,P00360
U04624,P00400
U25568,P00446
U26938,P00003
U24761,P00246
U19279,P02212
U03524,P01300
U13814,P00801
U11187,P00467
U11652,P00196
U24393,P02541
U16459,P02250
U15936,P01956
U00444,P02743
U18419,P00285
U06869,P03131
U27363,P02871
U26713,P00285
U07709,P01788
U24042,P03026
U17633,P02972
U17835,P02748
U18455,P00196
U27057,P00006
U09420,P00598
U19755,P02633
U06501,P01089
U08355,P00020
U01120,P01889
U21802,P00196
U25956,P01974
U09502,P00003
U23104,P00174
U17676,P01096
U29171,P01061
U13246,P01885
U08834,P00652
U23205,P01972
U14526,P00296
U04301,P00902
U25468,P00260
U08997,P00379
U10017,P02229
U29067,P00070
U04838,P00747
U23654,P02466
U11766,P00133
U19888,P00647
U13764,P03217
U20360,P02031
U12468,P00133
U14645,P01103
U16020,P03038
U05631,P01907
U19744,P00241
U27980,P02122
U26733,P01192
U02877,P02346
U00739,P03011
U02579,P00723
U20016,P00614
U01842,P01059
U22194,P01146
U17961,P02428
U16940,P02523
U24646,P01096
U06287,P00271
U20792,P01926
U25870,P00221
U14548,P03102
U16478,P00426
U13190,P02718
U11902,P00495
U10308,P00020
U12170,P01937
U00177,P00712
U23472,P00503
U10607,P02190
U13940,P02789
U13727,P01976
U13622,P02161
U14444,P02186
U04079,P01766
U03869,P00428
U29554,P02500
U18311,P01666
U22194,P00653
U14862,P02968
U01540,P01643
U00515,P00771
U24230,P00006
U01641,P02543
U03731,P00426
U26141,P00002
U11385,P00658
U11646,P00296
U20360,P01050
U10711,P00038
U04738,P00001
U18835,P00225
U28262,P01832
U00403,P00961
U07298,P00197
U06024,P01098
U05691,P01486
U11191,P02266
U20146,P01690
U06876,P02689
U21066,P00467
U22861,P01097
U24326,P02306
U00129,P03241
U08040,P00508
U09491,P02224
U06172,P00614
U17831,P01746
U04766,P01898
U02319,P01166
U00089,P00141
U15543,P02309
U18306,P02523
